Pasal,Isi
Pasal 105,"Setiap suami adalah menjadi kepala persatuan perkawinan. Sebagai kepala, ia wajib memberi bantuan kepada isterinya atau tampil untuknya di muka Hakim, dengan mengingat pengecualian-pengecualian yang diatur di bawah ini. Dia harus mengurus harta kekayaan pribadi si isteri, kecuali bila disyaratkan yang sebaliknya. Dia harus mengurus harta kekayaan itu sebagai seorang kepala keluarga yang baik, dan karenanya bertanggung jawab atas segala kelalaian dalam pengurusan itu. Dia tidak diperkenankan memindahtangankan atau membebankan harta kekayaan tak bergerak isterinya tanpa persetujuan si isteri"
Pasal 106,"Setiap isteri harus patuh kepada suaminya. Dia wajib tinggal serumah dengan suaminya dan mengikutinya, di mana pun dianggapnya perlu untuk bertempat tinggal."
Pasal 107,"Setiap suami wajib menerima isterinya di rumah yang ditempatinya. Dia wajib melindungi isterinya, dan memberinya apa saja yang perlu, sesuai dengan kedudukan dan kemampuannya."
Pasal 108,"Seorang isteri, sekalipun ia kawin di luar harta bersama, atau dengan harta benda terpisah, tidak dapat menghibahkan, memindahtangankan, menggadaikan, memperoleh apa pun, baik secara cuma-cuma maupun dengan beban, tanpa bantuan suami dalam akta atau izin tertulis. Sekalipun suami telah memberi kuasa kepada isterinya untuk membuat akta atau perjanjian tertentu, si isteri tidaklah berwenang untuk menerima pembayaran apa pun, atau memberi pembebasan untuk itu tanpa izin tegas dari suami."
Pasal 109,"Mengenai perbuatan atau perjanjian, yang dibuat oleh seorang isteri karena apa saja yang menyangkut perbelanjaan rumah tangga biasa dan sehari-hari, juga mengenai perjanjian perburuhan yang diadakan olehnya sebagai majikan untuk keperluan rumah tangga, undang- undang menganggap bahwa ia telah mendapat persetujuan dan suaminya."
Pasal 110,"Isteri tidak boleh tampil dalam pengadilan tanpa bantuan suaminya, meskipun dia kawin tidak dengan harta bersama, atau dengan harta terpisah, atau meskipun dia secara mandiri menjalankan pekerjaan bebas."
Pasal 111,Bantuan suami tidak diperlukan:
Pasal 112,"Bila suami menolak memberi kuasa kepada isterinya untuk membuat akta, atau menolak tampil di Pengadilan, maka si isteri boleh memohon kepada Pengadilan Negeri di tempat tinggi mereka bersama supaya dikuasakan untuk itu."
Pasal 113,"Seorang isteri yang atas usaha sendiri melakukan suatu pekerjaan dengan izin suaminya, secara tegas atau secara diam-diam, boleh mengadakan perjanjian apa pun yang berkenaan dengan usaha itu tanpa bantuan suaminya. Bila ia kawin dengan suaminya dengan penggabungan harta, maka si suami juga terikat pada perjanjian itu. Bila si suami menarik kembali izinnya, dia wajib mengumumkan penarikan kembali itu."
Pasal 114,"Bila si suami, karena sedang tidak ada atau karena alasan-alasan lain, terhalang untuk membantu isterinya atau memberinya kuasa, atau bila ia mempunyai kepentingan yang berlawanan, maka Pengadilan Negeri di tempat tinggal suami isteri itu boleh memberikan wewenang kepada si isteri untuk tampil di muka Pengadilan, mengadakan perjanjian, melakukan pengurusan, dan membuat akta-akta lain."
Pasal 115,"Pemberian kuasa umum, pun jika dicantumkan pada perjanjian perkawinan, berlaku tidak lebih daripada yang berkenaan dengan pengurusan harta kekayaan si isteri itu sendiri."
Pasal 116,"Batalnya suatu perbuatan berdasarkan tidak adanya kuasa, hanya dapat dituntut oleh si isteri, suaminya atau oleh para ahli waris mereka."
Pasal 117,"Bila seorang isteri, setelah pembubaran perkawinan melaksanakan perjanjian atau akta, seluruhnya atau sebagian, yang telah dia adakan tanpa kuasa yang disyaratkan, maka dia tidak berwenang untuk meminta pembatalan perjanjian atau akta itu."
Pasal 118,Isteri dapat membuat wasiat tanpa izin suami.
Pasal 119,"Sejak saat dilangsungkannya perkawinan, maka menurut hukum terjadi harta bersama menyeluruh antar� suami isteri, sejauh tentang hal itu tidak diadakan ketentuan-ketentuan lain dalam perjanjian perkawinan. Harta bersama itu, selama perkawinan berjalan, tidak boleh ditiadakan atau diubah dengan suatu persetujuan antara suami isteri."
Pasal 120,"Berkenaan dengan soal keuntungan, maka harta bersama itu meliputi barang-barang bergerak dan barang-barang tak bergerak suami isteri itu, baik yang sudah ada maupun yang akan ada, juga barang-barang yang mereka peroleh secara cuma-cuma, kecuali bila dalam hal terakhir ini yang mewariskan atau yang menghibahkan menentukan kebalikannya dengan tegas."
Pasal 121,"Berkenaan dengan beban-beban, maka harta bersama itu meliputi semua utang yang dibuat oleh masing-masing suami isteri, baik sebelum perkawinan maupun setelah perkawinan maupun selama perkawinan."
Pasal 122,"Semua penghasilan dan pendapatan, begitu pula semua keuntungan-keuntungan dan kerugian- kerugian yang diperoleh selama perkawinan, juga menjadi keuntungan dan kerugian harta bersama itu."
Pasal 123,"Semua utang kematian, yang terjadi setelah seorang meninggal dunia, hanya menjadi beban para ahli waris dan yang meninggal itu."
Pasal 124,"Hanya suami saja yang boleh mengurus harta bersama itu. Dia boleh menjualnya, memindahtangankannya dan membebaninya tanpa bantuan isterinya, kecuali dalam hal yang diatur dalam Pasal 140."
Pasal 125,"Bila si suami tidak ada, atau berada dalam keadaan tidak mungkin untuk menyatakan kehendaknya, sedangkan hal ini dibutuhkan segera, maka si isteri boleh mengikatkan atau memindahtangankan barang-barang dan harta bersama itu, setelah dikuasakan untuk itu oleh Pengadilan Negeri."
Pasal 126,"Harta bersama bubar demi hukum:
1.	karena kematian;
2.	karena perkawinan atas izin hakim setelah suami atau isteri tidak ada;
3.	karena perceraian;
4.	karena pisah meja dan ranjang;
5.	karena pemisahan harta.
Akibat-akibat khusus dan pembubaran dalam hal-hal tersebut pada nomor 2�, 3�, 4�, dan 5�pasal ini, diatur dalam bab-bab yang membicarakan soal ini."
Pasal 127,"Setelah salah seorang dan suami isteri meninggal, maka bila ada meninggalkan anak yang masih di bawah umur, pihak yang hidup terlama wajib untuk mengadakan pendaftaran harta benda yang merupakan harta bersama dalam waktu empat bulan. Pendaftaran harta bersama itu boleh dilakukan di bawah tangan, tetapi harus dihadiri oleh wali pengawas. Bila pendaftaran harta bersama itu tidak diadakan, gabungan harta bersama berlangsung terus untuk keuntungan si anak yang masih di bawah umur dan sekali-kali tidak boleh merugikannya."
Pasal 128,"Setelah bubarnya harta bersama,. kekayaan bersama mereka dibagi dua antara suami dan isteri, atau antara para ahli waris mereka, tanpa mempersoalkan dan pihak mana asal barang-barang itu."
Pasal 129,"Pakaian, perhiasan dan perkakas untuk mata pencaharian salah seorang dari suami isteri itu, beserta buku-buku dan koleksi benda-benda kesenian dan keilmuan, dan akhirnya surat-surat atau tanda kenang-kenangan yang bersangkutan dengan asal usul keturunan salah seorang dari suami isteri itu, boleh dituntut oleh pihak asal benda itu, dengan membayar harga yang ditaksir secara musyawarah atau oleh ahli-ahli."
Pasal 130,"Setelah pembubaran harta bersama, suami boleh ditagih atas utang dan harta bersama seluruhnya, tanpa mengurangi haknya untuk minta penggantian setengah dan utang itu kepada isterinya atau kepada para ahli waris si isteri."
Pasal 131,"Suami atau isteri, setelah pemisahan dan pembagian seluruh harta bersama, tidak boleh dituntut oleh para kreditur untuk membayar utang-utang yang dibuat oleh pihak lain dari suami atau isteri itu sebelum perkawinan, dan utang-utang itu tetap menjadi tanggungan suami atau isteri yang telah membuatnya atau para alih warisnya; hal ini tidak mengurangi hak pihak yang satu untuk minta ganti rugi kepada pihak yang lain atau ahli warisnya."
Pasal 132,"Isteri berhak melepaskan haknya atas harta bersama; segala perjanjian yang bertentangan dengan ketentuan ini batal; sekali melepaskan haknya, dia tidak boleh menuntut kembali apa pun dari harta bersama, kecuali kain seprai dan pakaian pribadinya. Dengan pelepasan ini dia dibebaskan dan kewajiban untuk ikut membayar utang-utang harta bersama. Tanpa mengurangi hak para kreditur atas harta bersama, si isteri tetap wajib untuk melunasi utang- utang yang dari pihaknya telah jatuh ke dalam harta bersama; hal ini tidak mengurangi haknya untuk minta penggantian seluruhnya kepada suaminya atau ahli warisnya."
Pasal 133,"Isteri yang hendak menggunakan hak tersebut dalam pasal yang lalu, wajib untuk menyampaikan akta pelepasan, dalam waktu satu bulan setelah pembubaran harta bersama itu, kepada panitera Pengadilan Negeri di tempat tinggal bersama yang terakhir, dengan ancaman akan kehilangan hak itu (bila lalai). Bila gabungan itu bubar akibat kematian suaminya, maka tenggang waktu satu bulan berlaku sejak si isteri mengetahui kematian itu."
Pasal 134,"Bila dalam jangka waktu tersebut di atas isteri meninggal dunia, sebelum menyampaikan akta pelepasan. para ahli warisnya berhak melepaskan hak mereka atas harta bersama itu dalam waktu satu bulan setelah kematian itu, atau setelah mereka mengetahui kematian itu, dan dengan cara seperti yang diuraikan dalam pasal terakhir. Hak isteri untuk menuntut kembali kain seprai dan pakaiannya dan harta bersama itu, tidak dapat diperjuangkan oleh para ahli warisnya."
Pasal 135,"Bila para ahli waris tidak sepakat dalam tindakan, sehingga sebagian menerima dan yang lain melepaskan diri dari harta bersama itu, maka yang menerima itu, tidak dapat memperoleh lebih dari bagian warisan yang menjadi haknya atas barang-barang yang sedianya menjadi bagian isteri itu seandainya terjadi pemisahan harta. Sisanya dibiarkan tetap pada si suami, atau para ahli warisnya, yang sebaliknya berkewajiban terhadap ahli waris yang melakukan pelepasan, untuk memenuhi apa saja yang sedianya akan dituntut oleh si isteri dalam hal pelepasan, tetapi hanya sebesar bagian warisan yang menjadi hak ahli waris yang melakukan pelepasan."
Pasal 136,"Isteri yang telah menarik pada dirinya tidak berhak melepaskan diri dari harta bersama itu. Tindakan-tindakan yang menyangkut pengurusan semata-mata atau penyelamatan, tidak membawa akibat seperti itu."
Pasal 137,"Isteri yang telah menghilangkan atau menggelapkan barang-barang dan harta bersama, tetap berada dalam penggabungan meskipun telah melepaskan dirinya; hal yang sama berlaku bagi para ahli warisnya."
Pasal 138,"Dalam hal gabungan harta bersama berakhir karena kematian si isteri para ahli warisnya dapat melepaskan diri dari harta bersama itu, dalam waktu dan dengan cara seperti yang diatur mengenai si isteri sendiri."
Pasal 139,Para calon suami isteri dengan perjanjian kawin dapat menyimpang dan peraturan undang- undang mengenai harta bersama asalkan hal itu tidak bertentangan dengan tata susila yang baik atau dengan tata tertib umum dan diindahkan pula ketentuan-ketentuan berikut.
Pasal 140,"Perjanjian itu tidak boleh mengurangi hak-hak yang bersumber pada kekuasaan si suami sebagai suami, dan pada kekuasaan sebagai bapak, tidak pula hak-hak yang oleh undang- undang diberikan kepada yang masih hidup paling lama."
Pasal 141,"Para calon suami isteri, dengan mengadakan perjanjian perkawinan, tidak boleh melepaskan hak yang diberikan oleh undang-undang kepada mereka atas warisan keturunan mereka, pun tidak boleh mengatur warisan itu."
Pasal 142,"Mereka tidak boleh membuat perjanjian, bahwa yang satu mempunyai kewajiban lebih besar dalam utang-utang daripada bagiannya dalam keuntungan-keuntungan harta bersama."
Pasal 143,"Mereka tidak boleh membuat perjanjian dengan kata-kata sepintas lalu, bahwa ikatan perkawinan mereka akan diatur oleh undang-undang, kitab undang-undang luar negeri, atau oleh beberapa adat kebiasaan, undang-undang, kitab undang-undang atau peraturan daerah, yang pernah berlaku di Indonesia."
Pasal 144,"Tidak adanya gabungan harta bersama tidak berarti tidak adanya keuntungan dan kerugian bersama, kecuali jika hal mi ditiadakan secara tegas. Penggabungan keuntungan dan kerugian diatur dalam Bagian 2 bab ini."
Pasal 145,"Juga dalam hal tidak digunakannya atau dibatasinya gabungan harta bersama, boleh ditetapkan dalam jumlah yang harus disumbangkan oleh si isteri setiap tahun dan hartanya untuk biaya rumah tangga dan pendidikan anak-anak."
Pasal 146,"Bila tidak ada perjanjian mengenai hal itu, hasil-hasil dan pendapatan dan harta isteri masuk penguasaan suami."
Pasal 147,"Perjanjian kawin harus dibuat dengan akta notaris sebelum pernikahan berlangsung, dan akan menjadi batal bila tidak dibuat secara demikian. Perjanjian itu akan mulai berlaku pada saat pernikahan dilangsungkan, tidak boleh ditentukan saat lain untuk itu."
Pasal 148,"Perubahan-perubahan dalam hal itu, yang sedianya boleh diadakan sebelum perkawinan dilangsungkan, tidak dapat diadakan selain dengan akta, dalam bentuk yang sama seperi akta perjanjian yang dulu dibuat. Lagi pula tiada perubahan yang berlaku jika diadakan tanpa kehadiran dan izin orang-orang yang telah menghadiri dan menyetujui perjanjian kawin itu."
Pasal 149,"Setelah perkawinan berlangsung, perjanjian kawin tidak boleh diubah dengan cara apa pun."
Pasal 150,"Jika tidak ada gabungan harta bersama, maka masuknya barang-barang bergerak, terkecuali surat-surat pendaftaran pinjaman-pinjaman negara dan efek-efek dan surat-surat piutang atas nama, tidak dapat dibuktikan dengan cara lain daripada dengan cara mencantumkannya dalam perjanjian kawin, atau dengan pertelaan yang ditandatangani oleh notaris dan pihak-pihak yang bersangkutan, dan dilekatkan pada surat asli perjanjian kawin, yang di dalamnya hal itu harus tercantum."
Pasal 151,"Anak di bawah umur yang memenuhi syarat-syarat untuk melakukan perkawinan, juga cakap untuk memberi persetujuan atas segala perjanjian yang boleh ada dalam perjanjian kawin, asalkan dalam pembuatan perjanjian itu, anak yang masih di bawah umur itu dibantu oleh orang yang persetujuannya untuk melakukan perkawinan itu diperlukan."
Pasal 152,"Ketentuan yang tercantum dalam perjanjian kawin, yang menyimpang dan harta bersama menurut undang-undang, seluruhnya atau sebagian, tidak akan berlaku bagi pihak ketiga sebelum hari pendaftaran ketentuan-ketentuan itu dalam daftar umum, yang harus diselenggarakan di kepaniteraan pada Pengadilan Negeri, yang di daerah hukumnya perkawinan itu dilangsungkan. atau kepaniteraan di mana akta perkawinan itu didaftarkan, jika perkawinan berlangsung di luar negeri."
Pasal 153,"Segala ketentuan mengenai gabungan harta bersama selalu berlaku selama tidak ada penyimpangan daripadanya, baik yang dibuat secara tertulis, maupun secara tersirat, dalam perjanjian kawin. Bagaimanapun sifat dan cara gabungan harta bersama diperjanjikan, isteri atau para ahli warisnya berhak untuk melepaskan diri daripadanya, dengan cara dan dalam hal- hal seperti yang diatur dalam bab yang lalu."
Pasal 154,"Perjanjian kawin, demikian pula hibah-hibah yang berkenaan dengan perkawinan, tidak berlaku bila tidak diikuti oleh perkawinan."
Pasal 155,"Bila para calon suami isteri hanya memperjanjikan, bahwa harus ada gabungan keuntungan dan kerugian, maka persyaratan mi menutup jalan untuk mengadakan gabungan harta bersama secara menyeluruh menurut undang-undang dan segala keuntungan yang diperoleh suami isteri selama perkawinan harus dibagi antara mereka, sedangkan segala kerugian harus dipikul bersama, bila gabungan harta bersama bubar."
Pasal 156,"Masing-masing dan suami isteri mendapat separuh keuntungan dan memikul separuh kerugian, bila mengenai hal itu dalam perjanjian kawin tidak ada ketentuan-ketentuan lain."
Pasal 157,"Yang dianggap sebagai keuntungan pada harta bersama suami isteri ialah bertambahnya harta kekayaan mereka, berdua, yang selama perkawinan timbul dan hasil harta kekayaan mereka dan pendapatan masing-masing, dan usaha dan kerajinan masing-masing dan penabungan pendapatan yang tidak dihabiskan, yang dianggap sebagai kerugian ialah berkurangnya harta benda itu akibat pengeluaran yang lebih tinggi dan pendapatan."
Pasal 158,"Apa saja yang diperoleh seorang suami atau isteri selama perkawinan dan warisan, wasiat atau hibah, entah berasal dan keluarga entah dan orang lain, tidak termasuk keuntungan, dengan tidak mengurangi ketentuan Pasal 167."
Pasal 159,"Barang-barang tetap dan efek-efek yang dibeli selama perkawinan, atas nama siapa pun juga dianggap sebagai keuntungan, kecuali bila terbukti sebaliknya."
Pasal 160,"Naik atau turunnya harga barang salah seorang dan suami isteri itu, tidak dihitung sebagai keuntungan atau kerugian bersama."
Pasal 161,"Perbaikan barang-barang tetap, yang terjadi karena pertumbuhan tanah, perdamparan lumpur, penanganan oleh tukang kayu atau karena hal-hal lain, tidak dianggap sebagai keuntungan bersama, melainkan hanya menguntungkan pemilik barang-barang itu."
